country,date,protest_event,abuse,accident,aid,alcohol,allah,arrest,attack,bank,bankrupt,bombing,border,boss,broken,budget,business,certificate,children,church,clean_air,closed,community,construction,cost,court,credit_card,crew,crime,crops,curfew,currency,dating,debt,destroy,devalue,discriminate,drought,economic,economy,education,election,electricity,ethnic,exclude,expensive,export,family,flood,food,gamble,gambling,gas,gay,gender,god,government,grievance,health,healthcare,holiday,homosexual,house,housing,identity,import,industry,inflation,interest_rate,internet,invest,jobs,kill,language,license,loans,lottery,luxury,marriage,medicine,men,military,mobilize,mosque,move_out,moving,natural_disaster,no_work,official,open,organize,passport,pension,petrol,police,polls,pollution,porn,prison,property,prosecute,protest,race,ration,real_estate,reform,regulate,religion,rent,retire,riot,roads,sanitation,savings,services,sex,sharia,shortage,shutdown,sick,sports,stock,syndicate,target,tariff,tax,temple,terror,terrorist,ticket,unemploy,unemployment,union,violation,violence,visa,vote,water,wedding,wife,women,work,workers,youth,anger,angry,anxious,bored,boring,confident,depress,depression,happy,nervous,sad,stress
Rwanda,2011-07-01,no,35,6,7,17,0,0,5,34,0,33,9,3,5,20,45,7,12,8,0,0,17,7,22,17,0,17,9,7,0,10,0,7,0,0,0,0,16,26,26,0,10,0,0,50,4,16,0,26,0,0,11,8,11,8,10,0,28,0,2,5,10,9,18,5,7,4,6,24,0,66,14,13,11,7,3,0,6,4,13,3,0,35,0,17,0,0,17,16,4,3,7,16,39,0,3,33,7,23,0,0,0,0,5,6,0,4,0,0,0,0,20,21,18,42,0,0,0,0,15,9,0,7,7,3,12,0,0,4,0,0,10,4,4,24,0,11,13,18,36,14.5,3,10,29,0,0,0,0,0,0,9,24,15,23,3
Rwanda,2011-08-01,no,0,15,8,13,2,0,5,25,0,0,14,3,2,14,34,7,17,9,0,0,18,7,21,14,5,0,4,7,0,9,7,3,0,0,0,30,11,15,21,3,10,0,0,16,11,19,0,20,0,0,5,17,16,7,12,0,22,16,3,0,18,0,55,5,8,11,3,11,28,53,0,12,14,3,11,0,3,2,11,11,0,0,0,0,0,0,9,17,0,7,0,0,26,0,3,35,10,17,0,0,5,0,3,6,0,5,5,0,0,8,25,10,20,52,0,0,0,0,16,5,0,11,7,6,6,0,0,6,0,19,10,9,2,20,8,19,3,8,29,15,4,5,0,4,0,0,28,0,0,5,39,0,0,6
Rwanda,2011-09-01,no,11,14,4,0,0,0,2,24,0,0,6,3,0,12,36,8,14,5,0,7,20,9,20,8,5,0,5,0,0,9,6,9,0,0,0,0,16,30,23,2,4,0,0,46,8,21,31,15,0,0,0,15,2,13,5,0,27,7,2,0,16,8,17,12,9,4,3,15,0,72,0,7,0,0,3,14,5,5,11,7,0,0,0,16,0,0,11,20,0,0,0,0,17,0,4,47,10,13,0,0,2,0,7,0,0,2,0,0,0,4,9,0,19,33,0,0,0,11,39,5,0,20,0,14,22,0,0,4,0,18,17,4,3,15,0,22,21,9,28,8.5,3,5,0,4,0,0,0,0,0,13,39,0,21,4
Rwanda,2011-10-01,no,0,8,11,11,2,39,4,35,0,0,4,4,3,12,35,5,16,8,0,7,14,8,17,7,5,0,3,11,0,7,6,3,0,0,0,0,12,19,24,4,3,0,0,14,7,19,0,11,0,0,6,28,5,7,11,0,41,7,4,2,14,5,16,5,3,13,2,17,0,62,4,7,6,0,0,0,10,4,8,9,0,0,0,23,0,0,20,16,0,3,0,14,45,0,0,47,6,32,0,0,6,0,5,0,0,6,4,0,0,0,26,0,15,48,0,0,0,0,14,9,0,6,6,15,14,0,0,11,0,16,13,4,7,11,3,16,20,9,26,16,4,5,25,0,0,58,0,0,0,0,55,0,49,7
Rwanda,2011-11-01,no,0,5,17,11,0,0,3,28,0,0,11,3,2,15,37,33,16,3,0,7,4,8,14,14,4,28,10,0,0,9,5,3,17,0,0,0,12,12,15,4,8,12,0,13,4,14,0,13,0,0,6,16,18,8,12,0,22,0,5,0,10,5,15,3,4,3,2,13,45,74,7,5,6,3,28,0,5,2,7,7,0,0,0,14,0,0,16,17,0,0,0,13,26,0,2,41,11,9,0,0,6,38,2,5,0,9,12,0,0,5,8,17,14,32,0,0,45,5,22,5,0,6,0,7,17,0,0,7,0,15,17,0,4,23,3,11,11,8,19,8.5,5,5,0,3,0,55,23,0,0,0,73,0,19,3
Rwanda,2011-12-01,no,8,7,14,17,5,0,4,26,0,0,0,7,2,15,27,5,13,6,0,0,14,7,17,10,8,0,7,7,0,7,0,2,15,0,0,0,9,5,19,15,8,11,0,49,3,18,62,14,0,0,2,14,10,8,10,0,29,0,3,0,8,0,0,2,4,9,2,16,0,55,0,7,8,0,6,11,6,3,8,14,0,0,0,0,0,0,12,17,0,8,5,12,17,0,2,52,4,8,0,17,2,100,4,0,0,2,4,0,0,0,7,0,18,41,0,0,20,9,13,7,0,26,0,11,12,3,0,8,0,14,12,3,4,12,0,15,17,7,26,12.5,2,3,0,0,0,0,0,0,0,7,66,32,17,5
Rwanda,2012-01-01,no,0,11,8,7,2,0,4,23,0,0,3,2,3,2,23,3,9,6,0,6,14,8,16,15,8,12,4,0,0,7,2,0,0,0,0,0,14,25,21,29,4,0,0,12,2,20,47,16,0,0,3,19,13,9,8,0,26,0,4,0,9,9,0,3,3,5,2,21,0,57,6,4,10,2,2,0,8,3,12,4,0,0,0,12,0,0,7,10,0,5,5,0,22,0,4,62,7,12,0,0,4,0,2,0,0,2,7,0,0,0,14,14,14,37,0,0,0,0,16,5,0,0,5,4,10,3,3,3,0,40,22,3,4,9,3,15,11,12,22,10,6,6,0,3,0,0,0,39,0,0,100,15,32,4
Rwanda,2012-02-01,no,22,8,6,6,1,14,3,37,0,0,6,4,2,4,32,4,8,8,0,15,8,9,15,3,7,11,6,12,0,10,0,2,13,0,0,0,15,9,25,3,11,0,0,10,4,13,0,13,0,0,2,15,5,5,6,0,31,0,1,2,14,2,11,3,4,7,2,19,0,64,3,9,20,2,7,9,4,4,8,6,0,0,0,27,0,0,10,14,4,4,0,10,20,3,3,52,17,12,0,15,3,29,0,8,0,2,3,0,0,0,15,6,15,36,0,0,0,0,14,10,0,4,5,9,3,0,0,5,0,0,11,3,4,6,0,20,14,5,28,12,3,6,18,5,0,0,18,0,0,3,48,32,0,6
Rwanda,2012-03-01,no,0,6,9,11,2,0,3,36,0,0,3,4,2,8,29,5,15,7,0,11,11,5,31,13,4,34,4,0,0,5,9,2,0,0,0,19,19,29,30,0,4,0,0,0,0,15,22,18,0,0,2,20,5,10,9,0,37,0,1,3,16,14,12,4,4,13,0,15,18,57,6,9,14,2,2,10,13,2,10,7,0,0,0,11,0,0,10,11,0,5,0,0,13,0,2,42,8,7,0,0,3,0,5,4,57,5,3,0,0,3,13,20,18,36,0,0,0,8,24,10,0,5,5,10,13,0,3,6,0,25,8,0,4,5,3,16,17,9,26,11.5,0,6,0,3,0,0,0,0,0,6,37,19,30,3
Rwanda,2012-04-01,no,0,4,11,0,0,9,5,26,0,0,0,4,1,8,30,5,12,11,0,5,9,7,14,8,3,10,7,16,0,11,2,2,0,0,0,0,14,7,27,3,3,0,0,10,13,17,0,13,0,0,3,21,16,7,9,0,33,0,1,2,14,4,11,5,5,0,3,13,33,56,0,6,8,4,2,9,7,3,12,7,0,21,0,10,0,0,13,15,0,0,2,0,12,0,7,55,3,3,0,0,2,0,2,4,0,3,0,0,0,2,18,0,21,37,0,0,0,4,28,10,0,4,4,4,10,0,4,4,0,23,12,4,2,7,0,19,10,17,22,8.5,4,4,0,3,0,0,0,0,0,0,34,0,21,2
Rwanda,2012-05-01,no,7,4,8,4,1,9,0,22,0,19,8,3,3,7,30,3,13,7,0,5,6,6,12,10,0,30,3,8,0,8,0,4,0,0,0,0,15,15,18,9,4,0,0,0,2,14,20,14,0,0,5,21,11,6,7,0,23,0,2,0,12,5,0,3,7,9,3,11,32,51,3,9,8,5,0,9,2,2,11,2,0,20,0,15,0,0,11,7,0,2,4,9,12,3,2,60,2,16,0,0,3,0,2,7,50,3,3,0,0,2,17,18,10,38,0,0,32,4,16,7,0,4,4,3,7,0,0,5,0,0,7,0,2,13,0,20,15,9,17,8,2,5,0,7,0,0,0,0,0,3,26,0,13,2
Rwanda,2012-06-01,no,6,7,11,7,1,0,3,22,0,18,9,6,3,12,33,2,13,3,0,7,13,8,16,9,3,0,7,4,0,7,7,2,0,0,0,0,20,18,24,7,9,0,0,27,3,17,18,19,0,0,5,7,14,10,8,0,25,4,1,0,13,5,10,2,5,4,4,15,15,36,0,10,9,1,9,0,6,2,10,7,0,0,0,14,0,0,9,14,0,2,2,0,13,2,2,51,5,14,0,0,1,0,5,7,0,6,8,0,0,0,11,5,16,40,0,17,15,3,18,9,0,8,4,10,7,2,2,3,0,20,15,2,1,19,2,18,10,11,18,12.5,3,7,0,0,0,0,16,0,0,0,16,8,12,3
Rwanda,2012-07-01,no,7,7,5,6,1,0,5,21,0,0,4,3,2,15,28,4,13,4,0,0,10,9,20,6,3,10,5,4,0,8,2,10,12,0,0,0,14,14,25,3,9,8,0,28,4,17,0,18,0,0,3,28,14,11,8,0,23,9,2,0,13,3,0,5,4,7,2,14,16,37,0,8,6,2,2,13,3,2,6,4,0,20,0,20,0,0,10,24,0,2,4,0,17,0,3,48,3,18,0,14,4,0,2,10,0,3,18,0,18,7,11,0,16,31,0,0,0,3,19,9,0,0,4,5,8,3,2,7,0,11,4,2,1,19,0,16,13,17,19,16,5,6,16,5,0,38,16,0,0,3,24,0,0,4
Rwanda,2012-08-01,no,18,8,11,14,5,8,4,23,0,0,2,6,4,16,26,6,14,10,0,0,8,6,17,10,8,9,0,3,0,11,7,0,0,0,0,15,14,8,19,0,7,0,0,35,4,26,0,18,0,0,1,14,14,9,6,0,40,8,1,0,11,6,9,2,3,4,1,17,0,45,0,3,15,3,0,16,6,3,12,11,0,18,0,14,0,0,18,17,2,2,4,9,12,0,2,58,7,12,0,12,2,0,1,3,45,2,16,0,0,0,8,0,13,35,0,16,0,3,11,12,0,4,0,6,10,0,0,4,0,10,5,2,1,22,0,14,19,11,25,9.5,5,7,15,2,0,0,0,0,0,0,47,0,24,2
Rwanda,2012-09-01,no,6,9,10,13,3,0,5,18,0,16,2,7,2,8,22,8,16,8,0,0,9,7,14,13,3,16,2,5,0,7,3,2,0,0,0,14,10,5,21,4,6,7,0,24,2,13,0,9,0,0,3,25,3,7,5,0,16,4,2,1,13,9,17,1,4,4,1,19,0,47,2,5,17,3,8,7,3,2,9,6,0,0,0,17,0,0,15,18,2,5,0,8,11,0,1,48,6,18,0,0,2,0,5,3,41,5,7,0,15,0,0,5,16,43,0,0,0,0,14,9,0,3,0,10,16,0,0,6,0,9,10,3,3,13,2,13,8,16,25,7.5,1,5,14,0,0,0,0,0,0,2,14,0,11,2
Rwanda,2012-10-01,no,18,6,10,7,1,0,3,18,0,0,0,4,4,14,28,8,13,6,0,8,9,6,21,8,8,17,6,7,0,15,7,0,0,0,0,15,10,4,31,3,4,0,0,17,3,22,17,17,0,0,2,21,13,6,6,0,34,4,2,3,13,5,9,3,5,8,1,16,14,43,0,8,7,3,3,8,1,3,11,7,0,0,0,35,0,0,15,19,0,5,2,8,12,5,1,58,7,13,0,0,3,23,3,0,0,5,5,0,0,2,7,15,16,33,0,0,14,0,22,3,0,9,4,6,9,0,2,4,0,0,16,4,4,19,0,12,18,13,23,9,4,4,0,6,0,67,0,0,0,5,21,7,12,3
Rwanda,2012-11-01,no,5,8,10,3,3,0,3,25,0,0,6,4,3,9,28,6,17,7,0,3,11,6,17,8,2,22,1,4,0,6,4,1,0,0,0,0,12,9,26,9,8,19,0,14,4,21,22,16,0,0,6,19,8,10,7,0,31,7,0,1,15,4,8,6,4,5,2,19,0,42,0,8,9,3,18,6,10,3,14,5,0,0,0,15,0,0,12,17,2,3,2,35,10,21,1,39,3,9,0,10,2,0,2,8,37,2,7,0,0,3,4,4,16,31,0,0,12,5,23,8,0,6,0,6,11,0,2,4,0,24,11,3,2,12,3,15,9,15,16,12,6,4,0,0,0,0,0,0,0,0,17,22,0,4
Rwanda,2012-12-01,no,14,9,6,7,2,0,4,17,0,0,4,5,1,9,28,10,11,5,0,3,10,8,16,8,4,0,4,5,0,6,5,3,0,0,0,36,9,9,28,24,5,0,0,14,2,17,28,9,0,0,3,12,11,8,7,0,17,7,1,0,13,13,22,1,5,3,1,14,22,40,4,7,9,4,7,6,5,3,7,6,0,29,0,21,0,0,11,12,0,1,0,0,9,6,5,42,4,7,0,0,4,37,3,2,0,2,17,0,0,2,8,21,12,35,0,0,11,5,21,10,0,3,3,11,4,2,0,6,0,16,8,0,3,10,10,14,15,13,21,8,2,3,0,2,0,28,0,23,0,4,22,9,19,1
Rwanda,2013-01-01,no,14,11,8,9,1,0,3,15,0,0,6,5,2,7,16,6,8,3,0,10,4,2,13,7,3,0,1,3,0,6,4,3,0,0,0,0,9,3,16,2,7,0,0,20,5,23,13,9,0,0,2,9,5,6,4,0,28,0,3,0,10,2,0,3,2,0,2,12,32,33,0,8,8,2,1,18,4,2,9,5,0,14,0,14,0,0,7,8,0,1,0,0,7,0,4,56,7,7,0,0,1,18,1,2,0,2,4,0,0,4,4,4,12,31,0,13,0,5,18,6,0,6,0,11,4,2,0,6,0,0,3,0,1,6,2,11,15,11,19,7.5,4,5,23,2,0,0,0,0,0,2,61,6,23,2
Rwanda,2013-02-01,yes,8,10,8,6,1,5,4,21,0,0,3,2,3,8,23,5,12,5,0,3,7,5,16,2,2,12,2,12,0,7,1,1,0,0,0,21,9,9,43,0,7,0,0,12,3,19,0,11,0,0,3,12,8,9,7,0,25,0,2,0,12,4,7,5,3,4,1,13,0,42,0,5,5,1,2,5,3,2,6,6,0,0,0,9,0,0,10,11,0,1,1,6,19,0,1,42,4,8,0,0,2,0,3,2,0,3,11,0,12,0,4,7,9,32,0,0,10,2,19,7,0,8,0,10,7,0,0,1,0,7,6,0,1,12,1,13,14,6,20,9.5,4,3,0,3,0,0,0,0,0,2,23,10,16,4
Rwanda,2013-03-01,no,5,4,8,8,2,6,4,16,0,0,2,4,2,9,28,6,10,4,0,6,7,5,12,8,6,0,3,12,0,7,5,5,0,0,0,11,13,9,41,5,8,0,0,33,5,16,0,13,0,0,4,20,23,8,5,0,28,0,3,0,12,4,14,3,6,8,1,17,0,42,2,7,12,7,1,9,8,3,6,7,0,0,0,7,0,0,7,14,2,5,3,13,9,2,2,43,4,17,0,0,3,18,2,2,34,2,6,0,0,2,8,4,10,33,0,12,0,2,13,10,0,6,0,9,2,0,5,2,0,37,7,2,4,14,5,12,5,11,25,11,1,4,11,2,0,27,22,0,0,2,27,11,13,1
Rwanda,2013-04-01,yes,8,7,7,9,2,5,6,18,0,11,5,4,1,7,25,4,12,8,0,3,7,6,13,7,4,0,4,4,0,9,2,9,0,0,0,10,10,11,23,25,4,5,0,0,4,21,11,17,0,0,2,16,12,7,6,0,24,3,4,0,8,2,24,3,3,0,1,18,9,33,2,6,8,2,2,5,7,1,8,7,0,0,0,6,0,0,11,11,3,1,2,6,8,0,3,36,5,13,0,8,2,15,3,8,0,2,3,0,0,4,10,3,14,32,0,0,0,0,15,8,0,4,4,13,6,0,1,2,0,19,8,0,3,8,7,17,9,8,24,9.5,3,3,10,1,0,22,10,0,0,5,25,7,15,2
Rwanda,2013-05-01,no,19,3,3,8,1,10,6,19,0,11,3,3,1,5,22,5,11,5,0,8,6,8,14,3,6,0,3,5,0,6,4,1,0,0,0,10,9,7,18,1,8,0,0,11,2,12,17,8,0,0,2,11,10,7,5,0,22,8,4,1,10,3,6,3,4,1,2,14,0,34,4,8,6,1,3,10,6,2,9,8,0,0,0,17,0,0,9,11,0,5,1,0,18,0,1,49,7,9,0,8,1,0,1,2,0,3,5,0,0,3,8,7,11,32,0,0,0,4,14,7,0,5,0,21,8,1,0,3,0,31,6,1,2,13,0,17,14,19,23,11.5,5,5,10,1,0,0,0,0,0,3,14,7,15,3
Rwanda,2013-06-01,no,18,4,6,8,1,9,2,22,0,0,6,4,3,6,18,5,10,5,0,2,10,5,12,5,3,5,2,2,0,6,5,3,0,0,0,0,12,11,18,2,5,0,0,10,3,20,10,13,0,0,3,12,9,9,5,0,15,7,4,1,11,3,0,2,3,7,3,13,8,40,3,7,4,2,7,5,8,3,8,9,0,0,0,11,0,0,7,9,3,1,3,0,11,0,2,40,5,7,0,0,1,0,2,4,0,2,6,0,0,2,3,3,12,29,0,0,17,2,24,6,0,6,9,11,4,0,1,2,0,34,5,0,2,12,1,15,7,13,17,12,3,5,18,1,0,40,17,17,0,6,14,9,14,2
Rwanda,2013-07-01,yes,11,5,5,4,2,0,1,18,0,0,3,4,2,8,18,6,9,5,0,3,9,4,20,5,2,11,4,2,0,8,3,2,0,0,0,0,7,6,18,1,5,0,0,0,2,17,0,10,0,0,3,11,9,8,6,0,18,3,2,0,14,2,6,2,3,0,1,11,9,39,6,5,4,1,2,5,5,3,10,3,0,22,0,5,0,0,6,16,0,0,0,10,11,1,1,40,5,4,0,8,2,0,5,4,0,2,2,0,0,1,9,10,13,27,0,0,0,2,21,8,0,8,2,7,4,1,0,6,0,0,4,1,2,11,0,14,10,14,19,12,4,5,0,0,0,0,9,18,0,1,18,5,18,3
Rwanda,2013-08-01,no,0,9,6,8,2,6,4,17,0,0,5,3,1,4,17,5,11,4,0,0,6,5,13,6,5,10,1,2,0,5,4,0,0,0,0,0,6,5,20,2,2,4,0,19,3,14,10,12,0,0,2,17,6,8,3,0,17,5,3,0,10,5,0,2,3,3,1,10,16,40,4,4,2,3,2,4,4,1,7,6,0,10,0,17,0,0,8,9,1,1,1,9,7,0,1,45,6,9,0,0,2,0,2,3,0,2,1,0,0,1,3,6,12,34,0,0,0,2,15,6,0,4,0,9,8,0,0,2,0,11,4,2,1,9,0,9,18,15,17,9.5,2,4,17,0,0,0,0,16,0,3,16,4,23,1
Rwanda,2013-09-01,yes,6,7,4,3,1,4,3,15,0,0,4,3,1,6,15,8,9,4,0,7,5,4,9,2,3,4,3,3,0,5,2,3,5,0,0,15,7,8,15,1,3,0,0,4,3,10,0,9,0,0,2,10,6,4,3,0,15,2,1,0,8,2,5,1,2,3,1,11,14,31,2,4,6,2,1,0,1,2,6,6,0,18,0,15,0,0,8,12,0,2,0,0,7,1,1,43,5,4,0,0,2,0,3,0,0,3,12,0,0,2,5,3,10,28,0,0,0,2,25,3,0,4,4,9,5,1,0,5,0,9,5,1,1,13,1,10,14,8,14,6,1,3,0,1,0,0,11,0,0,1,17,0,12,3
Rwanda,2013-10-01,no,9,3,4,7,1,0,15,11,0,17,4,5,1,3,18,6,11,4,0,2,6,6,15,6,5,4,2,3,0,7,2,2,5,0,0,7,8,15,14,3,4,4,100,8,1,10,34,10,0,0,3,7,3,8,4,0,18,4,1,1,9,6,9,2,4,2,1,8,14,35,5,5,4,1,5,8,3,1,8,4,0,0,0,4,0,0,8,13,0,2,0,4,8,1,1,39,5,8,0,6,1,11,3,2,0,1,5,0,0,2,5,5,12,25,0,0,0,0,19,5,0,3,2,8,3,2,2,2,0,10,8,1,1,6,1,10,11,6,16,8.5,2,2,0,0,0,17,0,0,0,0,21,4,9,2
Rwanda,2013-11-01,no,20,4,4,8,1,7,3,13,0,0,3,5,1,8,24,4,12,6,0,4,6,4,13,6,1,4,4,6,0,8,5,3,10,0,0,7,9,11,12,2,3,0,97,8,3,16,8,11,0,0,3,13,12,8,5,0,17,0,1,0,10,2,9,3,2,5,1,9,7,37,2,4,7,1,16,5,6,3,8,8,0,8,0,8,0,0,7,9,1,2,0,0,8,0,4,44,3,5,0,6,3,0,2,1,0,3,6,0,8,3,6,0,11,28,0,8,46,1,29,8,0,2,2,8,5,0,1,3,0,18,3,0,1,11,0,14,11,10,18,9.5,3,4,7,0,0,0,0,0,0,0,15,9,14,4
Rwanda,2013-12-01,no,3,4,6,7,2,4,4,15,0,16,2,5,1,5,22,6,10,6,0,8,8,5,14,6,5,17,3,7,0,4,2,3,5,0,0,0,6,7,16,1,3,7,0,25,2,13,13,11,0,0,3,15,4,8,5,0,22,2,1,0,11,2,0,2,4,6,1,11,14,29,2,7,12,1,8,4,1,2,7,4,0,17,0,11,0,0,8,11,0,2,1,0,10,0,1,45,3,9,0,6,3,0,2,2,0,3,5,0,8,2,6,3,9,30,0,8,0,2,29,7,0,2,2,8,6,1,1,6,0,9,5,1,2,6,2,14,13,10,19,9.5,1,3,7,3,0,17,0,0,0,0,23,11,11,3
Rwanda,2014-01-01,yes,22,7,5,6,0,8,2,12,0,9,3,5,2,8,18,5,13,5,0,4,6,4,13,3,1,5,3,2,0,6,7,2,0,0,0,0,9,11,17,2,3,4,0,0,2,18,9,8,0,0,3,7,8,8,5,0,17,2,2,1,10,2,10,1,3,1,4,10,0,27,2,4,4,1,1,10,5,1,7,6,0,0,0,9,0,0,9,13,0,4,1,4,9,0,1,47,5,7,0,0,2,12,2,2,0,1,3,0,0,2,3,3,13,35,0,0,0,0,29,4,0,6,2,8,7,0,0,3,0,10,3,2,1,6,0,11,18,9,16,8,3,3,8,0,0,0,0,30,0,1,68,8,15,2
Rwanda,2014-02-01,no,5,10,4,5,2,9,3,14,0,0,5,7,2,5,17,5,7,6,0,2,7,5,14,3,1,12,4,2,0,4,2,2,0,0,0,0,8,11,30,3,4,10,0,0,4,16,8,9,0,0,5,10,5,8,3,0,18,2,2,1,10,3,8,2,2,4,1,12,6,30,1,4,9,1,1,11,3,2,8,9,0,8,0,4,0,0,8,13,1,1,4,0,9,0,1,39,5,8,0,0,1,0,2,4,0,2,13,0,8,2,6,2,12,29,0,0,0,0,29,4,0,5,3,7,5,0,1,3,0,9,7,1,1,13,2,10,8,11,14,8,2,3,7,1,0,0,0,0,0,0,30,14,13,1
Rwanda,2014-03-01,no,7,4,4,9,1,4,1,17,0,0,3,3,1,9,19,5,10,6,0,5,6,6,15,11,2,15,6,5,0,5,2,1,0,0,0,8,7,10,27,1,5,0,0,9,1,14,10,15,0,0,2,16,7,6,6,0,22,0,1,1,9,4,10,2,3,1,1,11,0,35,3,7,10,2,2,6,4,4,5,4,0,10,0,5,0,0,7,15,1,2,0,5,9,0,2,41,3,10,0,7,1,0,4,3,24,1,6,0,9,3,6,0,14,29,0,0,0,4,35,5,0,9,2,14,3,3,0,2,0,11,7,2,2,8,0,11,6,9,16,8,2,4,8,0,0,0,0,0,0,4,23,8,6,4
Rwanda,2014-04-01,no,18,3,4,8,2,8,4,19,0,0,2,4,1,6,25,3,9,3,0,5,7,7,17,4,3,18,4,6,0,7,5,1,0,0,0,8,9,12,18,1,5,8,0,22,4,18,9,15,0,0,3,14,8,6,5,0,20,2,1,1,14,6,5,3,5,5,1,12,14,30,4,10,4,2,1,10,6,2,5,7,0,9,0,14,0,0,7,15,0,1,2,4,14,0,3,39,2,14,0,6,1,12,2,2,22,3,9,0,0,2,5,8,17,26,0,0,7,5,33,6,0,7,2,14,7,1,2,4,0,10,7,2,2,13,1,13,13,10,18,11,3,6,8,1,0,18,8,15,0,5,23,8,15,2
Rwanda,2014-05-01,no,6,6,5,7,2,6,5,15,0,0,2,4,3,5,24,6,7,3,0,8,6,6,13,6,3,17,4,3,0,7,3,1,0,0,0,0,10,5,15,1,3,0,0,12,2,11,9,11,0,0,2,8,7,7,6,0,12,8,2,1,8,6,28,3,4,3,0,13,7,33,3,7,7,1,1,15,6,3,6,3,0,0,0,7,0,0,9,12,2,2,0,4,10,0,1,41,5,4,0,0,1,0,2,2,0,1,3,0,8,1,5,3,9,28,0,0,0,3,33,7,0,5,2,9,6,0,1,3,0,10,10,2,1,7,4,12,11,10,16,9.5,1,4,7,2,0,34,11,14,0,0,33,6,6,1
Rwanda,2014-06-01,no,13,9,5,8,2,4,2,21,0,18,6,7,1,9,21,5,6,4,0,3,8,6,16,6,4,18,4,2,0,6,4,4,0,0,0,8,10,7,18,3,6,0,0,4,4,15,23,14,0,0,3,9,11,8,6,0,29,0,2,0,9,2,5,4,3,3,2,12,15,44,5,8,6,3,11,6,2,2,7,4,0,0,0,9,0,0,8,15,0,2,0,0,8,0,1,44,7,8,0,6,1,0,2,2,0,3,8,0,0,1,8,0,12,25,0,0,0,10,29,8,0,6,4,9,3,0,0,2,0,30,6,1,2,13,0,13,11,13,17,8.5,3,5,0,0,0,18,8,15,0,2,35,4,6,4
Rwanda,2014-07-01,no,6,3,3,10,0,4,2,20,0,0,4,3,2,11,21,9,10,4,0,7,6,5,18,2,3,0,3,9,0,6,3,1,0,0,0,0,10,11,14,2,5,0,0,9,3,17,0,11,0,0,3,10,8,7,6,0,13,4,4,1,14,5,10,2,4,3,2,10,23,35,3,6,6,3,1,8,3,2,7,4,0,0,0,12,0,0,8,15,0,8,3,0,8,0,3,42,3,8,0,0,1,13,1,2,0,2,6,0,0,2,6,6,16,27,0,0,8,0,29,7,0,6,0,12,4,1,0,6,0,16,7,2,1,14,0,14,17,11,19,6.5,4,5,8,0,0,19,0,0,0,0,31,8,9,1
Rwanda,2014-08-01,no,6,6,4,8,1,4,5,20,0,0,3,4,1,10,27,7,10,7,0,5,6,5,18,5,3,9,2,5,0,10,3,2,0,0,0,0,7,9,16,2,4,0,0,27,3,17,18,13,0,0,3,13,7,9,7,0,23,7,2,1,13,3,5,3,4,8,0,10,0,38,4,6,6,3,2,10,5,2,7,4,0,10,0,12,0,0,8,14,1,3,1,4,8,1,1,59,3,8,0,0,2,0,1,3,0,1,8,0,9,2,9,6,13,29,0,0,0,7,22,7,0,3,2,16,8,0,0,2,0,15,5,2,1,14,0,14,27,16,18,11,3,6,12,2,0,18,8,0,0,4,32,4,9,2
Rwanda,2014-09-01,no,10,9,5,10,3,4,4,18,0,9,0,4,2,3,16,5,7,7,0,0,7,5,12,3,4,0,3,2,0,8,3,4,0,0,0,0,7,10,18,1,6,0,0,5,4,12,18,11,0,0,3,19,6,8,4,0,17,7,1,0,12,5,0,2,3,1,2,13,0,36,2,6,8,1,2,6,5,2,5,6,0,0,0,10,0,0,13,11,1,4,0,4,10,0,2,49,2,10,0,0,1,0,2,2,0,3,8,0,18,2,5,3,13,30,0,8,8,3,35,3,0,4,4,10,7,1,0,5,0,21,6,0,1,15,0,11,12,7,15,7.5,4,3,8,2,0,18,8,15,0,0,35,4,13,2
Rwanda,2014-10-01,no,6,6,6,6,2,0,3,14,0,0,2,4,3,6,21,8,8,6,0,4,6,6,13,3,1,0,2,3,0,7,3,3,0,0,0,0,10,3,16,3,3,4,0,9,3,12,9,12,0,0,4,10,7,9,5,0,21,0,2,1,12,4,28,1,3,3,1,8,0,35,7,6,3,2,6,12,4,3,8,4,0,0,0,14,0,0,13,12,3,5,0,9,13,0,2,42,7,7,0,0,1,0,2,6,0,2,5,0,0,2,8,16,15,25,0,8,7,0,27,6,0,4,8,9,5,2,1,3,0,10,3,3,2,9,2,11,9,13,14,8.5,3,4,7,0,0,17,0,0,0,4,20,4,6,3
Rwanda,2014-11-01,yes,14,4,4,10,1,4,3,19,0,8,4,6,2,8,25,7,7,3,0,4,6,6,12,3,1,8,4,5,0,3,5,1,5,0,0,0,11,8,13,2,4,3,0,12,2,17,8,14,0,0,3,11,8,7,4,0,24,8,2,1,13,4,8,2,4,4,1,12,13,35,1,8,8,2,25,7,1,2,6,3,0,0,0,4,0,0,8,12,1,2,2,4,6,0,3,43,3,18,0,11,2,0,3,3,30,2,5,0,0,2,3,14,13,25,0,7,19,3,24,8,0,8,3,12,5,1,1,2,0,22,7,1,2,12,2,16,11,14,15,10,3,3,7,0,0,0,7,13,0,1,26,12,5,3
